AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1378595,BON,DOG,WHITE,,POODLE MIN,NEUTERED,2015-04-16,9,2025-04-10,MED M,STRAY,OTC,,2025-05-07,RESCUE,,MED M,UMBARGER RD X MONTEREY RD,SAN JOSE,2025-05-07
A1378598,,CAT,WHITE,,DOMESTIC SH,NEUTERED,,,2025-04-10,MED R,STRAY,OTC,,2025-04-16,RTF,,BEH M,CAHALAN AVE X CAHALAN CT,SAN JOSE,2025-04-16
A1378599,CHOCO,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-01-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-05-09,ADOPTION,,HEALTHY,ALMADEN BLVD X W SAN FERNANDO ST,SAN JOSE,2025-05-09
A1378602,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,,2025-04-10,PREGNANT,STRAY,OTC,,2025-04-15,RTF,,FERAL,S 11TH ST X MARGARET ST,SAN JOSE,2025-04-15
A1378603,POLLY,PUPPY,BLACK,WHITE,GERM SHEPHERD,SPAYED,2025-02-11,0,2025-04-10,MED R,STRAY,OTC,,2025-04-17,ADOPTION,,MED R,SNELL AVE/BRANHAM AVE,SAN JOSE,2025-04-17
A1378605,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,,,2025-04-10,PREGNANT,STRAY,OTC,,2025-04-10,EUTH,,MED SEV,BLUE MOUNTAIN DR/MT MCKINLEY DR,SAN JOSE,2025-04-10
A1378607,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,,2025-04-10,MED R,STRAY,OTC,,2025-04-15,EUTH,,MED SEV,1700 BLOCK 1ST ST/ARCHER,SAN JOSE,2025-04-15
A1378608,,CAT,BLACK,,DOMESTIC SH,FEMALE,,,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,HEALTHY,MONTEREY RD,SAN JOSE,2025-04-11
A1378612,,KITTEN,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,HEALTHY,MONTEREY RD,SAN JOSE,2025-04-15
A1378613,,KITTEN,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,NURSING,MONTEREY RD,SAN JOSE,2025-04-16
A1378614,,KITTEN,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,NURSING,MONTEREY RD,SAN JOSE,2025-04-16
A1378615,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,NURSING,MONTEREY RD,SAN JOSE,2025-04-16
A1378617,,KITTEN,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,NURSING,MONTEREY RD,SAN JOSE,2025-04-16
A1378618,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,NURSING,MONTEREY RD,SAN JOSE,2025-04-16
A1378619,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-03-10,0,2025-04-10,HEALTHY,STRAY,OTC,,2025-04-11,TRANSFER,,NURSING,MONTEREY RD,SAN JOSE,2025-04-16
A1378620,,KITTEN,GRAY,,DOMESTIC SH,MALE,2025-04-09,0,2025-04-10,NURSING,STRAY,OTC,,2025-04-10,EUTH,,MED SEV,NICKEL AVE/KING RD,SAN JOSE,2025-04-10
A1378622,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-04-09,0,2025-04-10,NURSING,STRAY,OTC,,2025-04-10,EUTH,,MED SEV,NICKEL AVE/KING RD,SAN JOSE,2025-04-10
A1378623,,KITTEN,TABBY-BUFF,,DOMESTIC SH,MALE,2025-04-09,0,2025-04-10,NURSING,STRAY,OTC,,2025-04-11,EUTH,,MED SEV,NICKEL AVE/KING RD,SAN JOSE,2025-04-14
A1378627,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-08,0,2025-04-10,NURSING,STRAY,FIELD,,2025-04-16,EUTH,,NURSING,KENNEDY DR. X PRADA DR.,MILPITAS,2025-04-16
A1378628,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-08,0,2025-04-10,NURSING,STRAY,FIELD,,2025-04-12,DIED,,NURSING,KENNEDY DR. X PRADA DR.,MILPITAS,2025-04-12
A1378629,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-08,0,2025-04-10,NURSING,STRAY,FIELD,,2025-04-13,EUTH,,MED SEV,KENNEDY DR. X PRADA DR.,MILPITAS,2025-04-30
A1378630,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-04-08,0,2025-04-10,NURSING,STRAY,FIELD,,2025-04-23,RESCUE,,NURSING,KENNEDY DR. X PRADA DR.,MILPITAS,2025-04-23
A1378631,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-04-08,0,2025-04-10,NURSING,STRAY,FIELD,,2025-04-11,EUTH,,MED SEV,KENNEDY DR. X PRADA DR.,MILPITAS,2025-04-11
A1378634,,KITTEN,GRAY,,DOMESTIC SH,UNKNOWN,2025-04-11,0,2025-04-11,NURSING,STRAY,OTC,,2025-04-11,DIED,,NURSING,,SAN JOSE,2025-04-14
A1378653,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-01-26,1,2025-04-11,PREGNANT,STRAY,OTC,,2025-04-13,RTF,,FERAL,LAYTON WAY/WESTBORO DR,SAN JOSE,2025-04-13
A1378657,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,,2025-04-11,PREGNANT,STRAY,OTC,,2025-04-16,RTF,,FERAL,GRANDBROOK WAY/YERBA BUENA RD,SAN JOSE,2025-04-16
A1378664,,CAT,TABBY-ORG,,DOMESTIC LH,SPAYED,2011-04-14,14,2025-04-11,MED SEV,STRAY,MEDVET,,2025-04-14,EUTH,,MED SEV,PRIDE ST. / ORANGE ST. CIMMARON PARK,SAN JOSE,2025-04-14
A1378667,,CAT,PT-LYNX,,DOMESTIC SH,MALE,,,2025-04-11,MED SEV,STRAY,MEDVET,,2025-04-11,EUTH,,MED SEV,5800 BLOCK OF ROHN WY.,SAN JOSE,2025-04-16
A1378670,BOLT,PUPPY,WHITE,BROWN,PARSON RUSS TER,NEUTERED,2025-01-14,0,2025-04-11,MED R,EUTH REQ,OTC OWNED,IP ADOPT,2025-05-05,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-05
A1378673,OBADIAH,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-04-23,1,2025-04-11,HEALTHY,CONFISCATE,ASO,,2025-05-05,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-05
A1378674,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,,2025-04-11,MED EMERG,STRAY,FIELD,,2025-04-11,TRANSFER,,MED EMERG,FIRST ST,SAN JOSE,2025-04-11
A1378675,,KITTEN,TORTIE-B\O,,DOMESTIC MH,FEMALE,2025-02-28,0,2025-04-11,HEALTHY,STRAY,FIELD,,2025-04-13,RESCUE,,HEALTHY,1900 BLOCK OF TULLY RD,SAN JOSE,2025-04-13
A1378676,,KITTEN,TORTIE-B\O,,DOMESTIC MH,FEMALE,2025-02-28,0,2025-04-11,HEALTHY,STRAY,FIELD,,2025-04-13,RESCUE,,HEALTHY,1900 BLOCK OF TULLY RD,SAN JOSE,2025-04-13
A1378677,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-02-28,0,2025-04-11,HEALTHY,STRAY,FIELD,,2025-04-13,RESCUE,,HEALTHY,1900 BLOCK OF TULLY RD,SAN JOSE,2025-04-13
A1378679,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,,2025-04-11,MED R,STRAY,OTC,,2025-04-16,RTF,,FERAL,SLOPEVIEW DR / CREEK MORE WAY,SAN JOSE,2025-04-16
A1378681,MELODY,CAT,WHITE,BROWN,DOMESTIC SH,SPAYED,2024-04-17,0,2025-04-11,HEALTHY,STRAY,FIELD,,2025-04-20,ADOPTION,,HEALTHY,400 BLOCK OF N JACKSON AVE,SAN JOSE,2025-04-20
A1378681,MELODY,CAT,WHITE,BROWN,DOMESTIC SH,SPAYED,2024-04-17,1,2025-05-01,HEALTHY,RETURN,,,2025-05-04,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-04
A1378682,LEENA,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2025-02-11,0,2025-04-11,HEALTHY,STRAY,FIELD,,2025-04-15,ADOPTION,,HEALTHY,400 BLOCK OF N JACKSON AVE,SAN JOSE,2025-04-15
A1378683,MOE,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-02-11,0,2025-04-11,HEALTHY,STRAY,FIELD,,2025-04-15,ADOPTION,,HEALTHY,400 BLOCK OF N JACKSON AVE,SAN JOSE,2025-04-15
A1378685,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-09,0,2025-04-11,NURSING,STRAY,OTC,,2025-04-16,DIED,,MED SEV,S KING RD/HERMOCILLA WAY,SAN JOSE,2025-04-18
A1378687,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-09,0,2025-04-11,MED R,STRAY,OTC,,2025-04-23,RESCUE,,NURSING,S KING RD/HERMOCILLA WAY,SAN JOSE,2025-04-23
A1378689,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-09,0,2025-04-11,NURSING,STRAY,OTC,,2025-04-12,EUTH,,MED SEV,S KING RD/HERMOCILLA WAY,SAN JOSE,2025-04-14
A1378707,,OTHER,YELLOW,BROWN,DUCK,UNKNOWN,,,2025-04-11,HEALTHY,STRAY,OTC,,2025-04-11,RESCUE,,HEALTHY,ROSE AVE/ECKBERG CT,SAN JOSE,2025-04-12
A1378734,,KITTEN,TABBY-ORG,,DOMESTIC SH,FEMALE,2025-04-04,0,2025-04-11,NURSING,STRAY,OTC,,2025-04-16,RESCUE,,NURSING,BRIGADOON WAY/DANIEL MALONEY DR,SAN JOSE,2025-04-25
A1378755,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2023-04-29,1,2025-04-12,MED R,STRAY,OTC,,2025-05-14,RTF,,FERAL,ANTONACCI CT/RENO DR,SAN JOSE,2025-05-14
A1378758,BRANDY,DOG,GOLD,,IRISH TERRIER,SPAYED,2021-04-12,4,2025-04-12,HEALTHY,STRAY,OTC,,2025-06-16,ADOPTION,,HEALTHY,SILVER CREEK RD X ABORN RD,SAN JOSE,2025-06-16
A1378763,KIKI,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,2023-04-12,2,2025-04-12,MED R,STRAY,MEDVET,,2025-04-19,ADOPTION,,HEALTHY,COOLEY CT.,SAN JOSE,2025-04-19
A1378766,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2020-04-12,5,2025-04-12,PREGNANT,STRAY,OTC,,2025-04-16,RTF,,FERAL,STULMAN DR X EDSEL DR,MILPITAS,2025-04-16
A1378770,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,,2025-04-12,PREGNANT,STRAY,OTC,,2025-04-16,RTF,,FERAL,ASHLAND WAY/MONMOUTH DR,MILPITAS,2025-04-16
A1378774,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2021-05-17,3,2025-04-12,MED R,STRAY,OTC,,2025-04-17,RTF,,MED R,W TRIMBLE RD/ORCHARD PKWY,SAN JOSE,2025-04-17
A1378777,K2,KITTEN,WHITE,,DOMESTIC SH,NEUTERED,2025-04-11,0,2025-04-12,NURSING,STRAY,OTC,,2025-06-11,ADOPTION,,NURSING,CAROL DR/VILLA CORTANA WAY,SAN JOSE,2025-06-11
A1378781,NIKE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2010-04-12,15,2025-04-12,MED R,STRAY,OTC,,2025-04-12,RTO,,MED R,WESTBRANCH DR X ROSSMORE WAY,SAN JOSE,2025-04-12
A1378786,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-04-12,NURSING,STRAY,OTC,,2025-04-15,DIED,,NURSING,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-05-15
A1378787,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2025-04-12,NURSING,STRAY,OTC,,2025-04-13,EUTH,,MED SEV,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-04-13
A1378788,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2025-04-12,NURSING,STRAY,OTC,,2025-04-13,EUTH,,MED SEV,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-04-13
A1378789,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-04-12,NURSING,STRAY,OTC,,2025-04-13,EUTH,,MED SEV,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-04-13
A1378790,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-04-12,NURSING,STRAY,OTC,,2025-04-13,EUTH,,MED SEV,E SAN ANTONIO ST/OAKLAND AVE,SAN JOSE,2025-04-13
A1378792,BENJAMIN,DOG,GRAY,WHITE,SHIH TZU,NEUTERED,2016-04-15,8,2025-04-12,HEALTHY,STRAY,OTC,,2025-05-31,ADOPTION,,HEALTHY,TULLY RD/KING RD,SAN JOSE,2025-05-31
A1378795,,CAT,PT-FLAME,,DOMESTIC SH,NEUTERED,,,2025-04-12,MED R,STRAY,OTC,,2025-04-16,RTF,,FERAL,SLOPEVIEW DR/EBONY WAY,SAN JOSE,2025-04-16
A1378803,WENDY,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-03-27,0,2025-04-12,NURSING,STRAY,OTC,,2025-09-06,ADOPTION,,HEALTHY,S CAPITOL AVE/ROSE AVE,SAN JOSE,2025-09-06
A1378804,AMIRI,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-04-12,NURSING,STRAY,OTC,,2025-06-10,ADOPTION,,HEALTHY,S CAPITOL AVE/ROSE AVE,SAN JOSE,2025-06-10
A1378805,SONIC,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-04-12,NURSING,STRAY,OTC,,2025-06-08,ADOPTION,,NURSING,S CAPITOL AVE/ROSE AVE,SAN JOSE,2025-06-08
A1378806,MAX,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-04-12,NURSING,STRAY,OTC,,2025-06-27,ADOPTION,,HEALTHY,S CAPITOL AVE/ROSE AVE,SAN JOSE,2025-06-27
A1378814,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2025-03-26,0,2025-04-12,NURSING,STRAY,OTC,,2025-04-25,EUTH,,MED SEV,400 BLOCK GREATMALL X MAINSTREET,MILPITAS,2025-04-25
A1378815,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-01,0,2025-04-12,NURSING,STRAY,OTC,,2025-05-02,TRANSFER,,NURSING,400 BLOCK GREATMALL X MAINSTREET,MILPITAS,2025-05-02
A1378816,,OTHER,BLUE,GREEN,PARAKEET,UNKNOWN,,,2025-04-12,MED R,STRAY,FIELD,,2025-04-12,RESCUE,,MED SEV,LAURIE AVE,SAN JOSE,2025-04-12
A1378817,MATHILDA,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-04-12,1,2025-04-12,MED R,STRAY,OTC,IP ADOPT,2025-04-18,ADOPTION,,MED R,GULUZZO DRIVE X MT PLEASANT,SAN JOSE,2025-04-18
A1378818,URSULA,DOG,MERLE-BLUE,,FRENCH BULLDOG,SPAYED,2022-04-13,3,2025-04-12,HEALTHY,STRAY,FIELD,,2025-05-01,ADOPTION,,HEALTHY,SNOW DR/ WAR ADMIRL,SAN JOSE,2025-05-01
A1378836,,CAT,PT-CHOC,,SIAMESE,UNKNOWN,,,2025-04-13,MED SEV,STRAY,FIELD,,2025-04-13,EUTH,,MED SEV,SWEET BROOK X BRODIE,SAN JOSE,2025-04-22
A1378839,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,,2025-04-13,MED R,STRAY,OTC,,2025-04-15,EUTH,,MED SEV,N JACKSON AVE/MCKEE RD,SAN JOSE,2025-04-15
A1378845,BEAR,DOG,BLACK,BROWN,ROTTWEILER,NEUTERED,2022-04-13,3,2025-04-13,BEH M,STRAY,OTC,,2025-05-03,ADOPTION,,HEALTHY,EDENVIEW/GREYGHOST,SAN JOSE,2025-06-03
A1378845,BEAR,DOG,BLACK,BROWN,ROTTWEILER,NEUTERED,2022-04-13,3,2025-05-03,HEALTHY,RETURN,OTC,,2025-06-01,ADOPTION,,HEALTHY,,,2025-06-01
A1378848,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-04-13,MED SEV,STRAY,OTC,,2025-04-13,EUTH,,MED SEV,GLENMOORE CIR/ABBOTT AVE,MILPITAS,2025-04-22
A1378851,,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,,,2025-04-13,PREGNANT,STRAY,OTC,,2025-04-16,RTF,,FERAL,STULMAN DR/EDSEL DR,MILPITAS,2025-04-16
A1378853,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-03-06,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-16,RESCUE,,HEALTHY,MESSINA DR/CREEKSIDE DR,SAN JOSE,2025-04-16
A1378854,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-03-06,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-16,RESCUE,,HEALTHY,MESSINA DR/CREEKSIDE DR,SAN JOSE,2025-04-16
A1378855,,KITTEN,PT-LYNX,,DOMESTIC SH,MALE,2025-03-06,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-16,RESCUE,,HEALTHY,MESSINA DR/CREEKSIDE DR,SAN JOSE,2025-04-16
A1378857,,KITTEN,ORANGE,,DOMESTIC SH,MALE,2025-03-16,0,2025-04-13,NURSING,STRAY,OTC,,2025-04-17,TRANSFER,,NURSING,"3800 BLOCK EZIE ST, SAN JOSE CA 95111",SAN JOSE,2025-04-17
A1378859,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-03-16,0,2025-04-13,NURSING,STRAY,OTC,,2025-04-17,TRANSFER,,NURSING,"3800 BLOCK EZIE ST, SAN JOSE CA 95111",SAN JOSE,2025-04-17
A1378860,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-03-16,0,2025-04-13,NURSING,STRAY,OTC,,2025-04-17,TRANSFER,,NURSING,"3800 BLOCK EZIE ST, SAN JOSE CA 95111",SAN JOSE,2025-04-17
A1378861,,KITTEN,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-03-16,0,2025-04-13,NURSING,STRAY,OTC,,2025-04-17,TRANSFER,,NURSING,"3800 BLOCK EZIE ST, SAN JOSE CA 95111",SAN JOSE,2025-04-17
A1378863,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-03-16,0,2025-04-13,NURSING,STRAY,OTC,,2025-04-17,TRANSFER,,NURSING,"3800 BLOCK EZIE ST, SAN JOSE CA 95111",SAN JOSE,2025-04-17
A1378865,ROBIN,KITTEN,WHITE,BLACK,DOMESTIC SH,NEUTERED,2025-03-02,0,2025-04-13,MED R,STRAY,OTC,,2025-05-30,ADOPTION,,,CAMROSE AVE/BUCKNALL RD,SAN JOSE,2025-05-30
A1378866,RAVEN,KITTEN,BLACK,OTHER,DOMESTIC SH,NEUTERED,2025-03-02,0,2025-04-13,MED R,STRAY,OTC,,2025-06-01,ADOPTION,,HEALTHY,CAMROSE AVE,SAN JOSE,2025-06-01
A1378869,KORRA,DOG,BLACK,WHITE,AUST CATTLE DOG,FEMALE,,,2025-04-13,HEALTHY,STRAY,OTC,IP ADOPT,2025-04-13,RTO,,HEALTHY,POPLAR AVE/BERONA WAY,SAN JOSE,2025-04-13
A1378870,,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-03-23,0,2025-04-13,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-27,ADOPTION,,HEALTHY,S WINCHESTER BLVD/ALYSSUM LN,SAN JOSE,2025-05-27
A1378872,,KITTEN,BLACK,WHITE,DOMESTIC SH,MALE,2025-04-09,0,2025-04-13,NURSING,STRAY,OTC,,2025-05-04,RESCUE,,NURSING,JOE DIMAGGIO CT/CRUCERO CT,SAN JOSE,2025-05-06
A1378873,VENUS,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-02-15,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-17,ADOPTION,,HEALTHY,MESSINA DR/PARKHAVEN DR,SAN JOSE,2025-04-17
A1378874,KIWI,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-02-15,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-18,ADOPTION,,HEALTHY,MESSINA DR/PARKHAVEN DR,SAN JOSE,2025-04-18
A1378879,,CAT,ORANGE,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378880,,CAT,ORANGE,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378881,,CAT,ORANGE,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378882,,CAT,TORTIE-DIL,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378883,,CAT,TORTIE-DIL,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378884,LARRY,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-03-13,0,2025-04-13,MED R,STRAY,OTC,,2025-05-14,ADOPTION,,HEALTHY,STATE ST/DUANE ST,SAN JOSE,2025-05-14
A1378885,,CAT,BUFF,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378886,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-15,RESCUE,,NURSING,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2025-04-15
A1378887,FINN,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-13,0,2025-04-13,MED R,STRAY,OTC,,2025-05-14,ADOPTION,,HEALTHY,STATE ST/DUANE ST,SAN JOSE,2025-05-14
A1378888,,CAT,BLACK,,DOMESTIC SH,FEMALE,,,2025-04-13,MED R,STRAY,OTC,,2025-04-13,EUTH,,MED SEV,STATE ST/DUANE ST,SAN JOSE,2025-04-13
A1378890,,CAT,BLACK,,DOMESTIC SH,MALE,,,2025-04-13,MED SEV,STRAY,OTC,,2025-04-15,EUTH,,MED SEV,KARL ST/NEWTON AVE,SAN JOSE,2025-04-15
A1378892,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2018-04-15,7,2025-04-13,MED R,STRAY,OTC,,2025-04-16,RTF,,FERAL,WINFIELD BLVD/FURLONG DR,SAN JOSE,2025-04-16
A1378893,FLYNN,KITTEN,WHITE,ORANGE,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-04-13,NURSING,STRAY,OTC,IP ADOPT,2025-05-28,ADOPTION,,,SENTER RD/SAN RAMON WAY,SAN JOSE,2025-05-28
A1378896,TARO,KITTEN,PT-SEAL,,DOMESTIC SH,SPAYED,2025-01-15,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-17,ADOPTION,,HEALTHY,BRANHAM LN X MONTEREY RD,SAN JOSE,2025-04-17
A1378897,SOUP,KITTEN,PT-SEAL,,DOMESTIC SH,SPAYED,2025-01-15,0,2025-04-13,HEALTHY,STRAY,OTC,,2025-04-18,ADOPTION,,HEALTHY,BRANHAM LN/MONTEREY RD,SAN JOSE,2025-04-18
A1379273,,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-04-02,0,2025-04-13,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-27,ADOPTION,,HEALTHY,S WINCHESTER BLVD/ALYSSUM LN,SAN JOSE,2025-05-27
A1379274,SMUDGE,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-04-02,0,2025-04-13,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-27,ADOPTION,,HEALTHY,S WINCHESTER BLVD/ALYSSUM LN,SAN JOSE,2025-05-27
A1379285,LINCOLN,DOG,BLACK,WHITE,CHIHUAHUA SH,NEUTERED,2022-04-16,2,2025-04-14,BEH M,CONFISCATE,ASO,,2025-04-24,RTO,,BEH M,,SAN JOSE,2025-04-24
A1379306,,KITTEN,BLACK,,DOMESTIC SH,UNKNOWN,2025-04-13,0,2025-04-14,NURSING,STRAY,OTC,,2025-04-21,EUTH,,MED EMERG,CRAMER CIR,SAN JOSE,2025-04-21
A1379307,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,,2025-04-14,MED R,STRAY,OTC,,2025-04-16,RTF,,FERAL,NARVAEZ AVE/HILLSDALE AVE,SAN JOSE,2025-04-16
A1379310,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2022-04-14,3,2025-04-14,MED SEV,STRAY,OTC,,2025-04-14,EUTH,,MED SEV,MCLAUGHLIN AVE/FAIR AVE,SAN JOSE,2025-04-14
A1379319,MAXIMUS AURELLEUS CANE,DOG,BLACK,,CANE CORSO,NEUTERED,2023-04-15,2,2025-04-14,HEALTHY,TRANSFER,SVACA,,2025-04-22,ADOPTION,,HEALTHY,S 14 ST/MARGARET ST,SAN JOSE,2025-04-22
A1379320,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,,2025-04-14,PREGNANT,STRAY,OTC,,2025-04-17,RTF,,BEH M,MATTOS AVE X DANDY AVEW,SAN JOSE,2025-04-17
A1379322,SUNNY,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-03-30,0,2025-04-14,NURSING,STRAY,OTC,,2025-05-15,ADOPTION,,HEALTHY,BUDD AVE/NIDO DR,SAN JOSE,2025-05-15
A1379323,,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-04-14,0,2025-04-10,NURSING,STRAY,OTC,,2025-07-09,TRANSFER,,HEALTHY,28TH ST/ E FERNANDO ST,SAN JOSE,2025-07-09
A1379324,EARL GREY,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-04-14,0,2025-04-10,NURSING,STRAY,OTC,,2025-07-10,ADOPTION,,NURSING,28TH ST/ E FERNANDO ST,SAN JOSE,2025-07-10
